age_range,bmi_grade,gender,ability,sports_step,recommend_rank,ex_recommend
40대,3단계비만,F,3등급,준비운동,3,서서 다리 뒤로 차기
40대,3단계비만,F,3등급,준비운동,4,앉아서 밀기
40대,3단계비만,F,3등급,준비운동,5,앉아서 다리 벌리기
40대,3단계비만,F,3등급,마무리운동,1,아쿠아로빅-몸 기울이기/회전하기
40대,3단계비만,F,3등급,마무리운동,2,아쿠아로빅-발 닿기
40대,3단계비만,F,3등급,마무리운동,3,앉아서 밀기
40대,3단계비만,F,3등급,마무리운동,4,아쿠아로빅 운동 프로그램 루틴
40대,3단계비만,F,3등급,마무리운동,5,짐볼을 이용한 동적 루틴 스트레칭
40대,3단계비만,M,참가증,본운동,1,의자에 앉아 물병 들고 몸통 돌리기
40대,3단계비만,M,참가증,본운동,2,몸통 옆으로 굽히기
40대,3단계비만,M,참가증,본운동,3,다리 감아올리기
40대,3단계비만,M,참가증,본운동,4,옆으로 굽히기
40대,3단계비만,M,참가증,본운동,5,다리 뻗어 올리기
40대,3단계비만,M,참가증,준비운동,1,탄력밴드 걸고 서기 평형성 운동 루틴 프로그램
40대,3단계비만,M,참가증,준비운동,2,짐볼 앉기 평형성 운동 루틴 프로그램
40대,3단계비만,M,참가증,준비운동,3,베개 밟고 서기 평형성 운동 루틴 프로그램
40대,3단계비만,M,참가증,준비운동,4,뒤꿈치 높이들어 뛰기
40대,3단계비만,M,참가증,준비운동,5,동적 스트레칭 루틴프로그램
40대,3단계비만,M,참가증,마무리운동,1,물고기 자세
40대,3단계비만,M,참가증,마무리운동,2,뒤로 팔 뻗기
40대,3단계비만,M,참가증,마무리운동,3,팔꿈치 고정 후 벌리기
40대,3단계비만,M,참가증,마무리운동,4,배스트레칭
40대,3단계비만,M,참가증,마무리운동,5,앉아서 밀기
40대,3단계비만,M,1등급,본운동,1,버피운동
40대,3단계비만,M,1등급,본운동,2,앉아서 다리 펴기
40대,3단계비만,M,1등급,본운동,3,팔벌려뛰기
40대,3단계비만,M,1등급,본운동,4,누워서 팔 밀기
40대,3단계비만,M,1등급,본운동,5,바벨들어올리기
40대,3단계비만,M,1등급,준비운동,1,버피운동
40대,3단계비만,M,1등급,준비운동,2,서서 균형잡기
40대,3단계비만,M,1등급,준비운동,3,앉았다 일어서면서 점프하기
40대,3단계비만,M,1등급,준비운동,4,다리 뻗어 올리기
40대,3단계비만,M,1등급,준비운동,5,앉아서 밀기
40대,3단계비만,M,1등급,마무리운동,1,바벨 들어 팔꿈치 굽히기
40대,3단계비만,M,1등급,마무리운동,2,앉아서 밀기
40대,3단계비만,M,1등급,마무리운동,3,서서 바벨 위로 밀기
40대,3단계비만,M,1등급,마무리운동,4,발 닿기
40대,3단계비만,M,1등급,마무리운동,5,웅크리고 앉아 손잡고 상체 숙이기
40대,3단계비만,M,2등급,본운동,1,누워서 팔 밀기
40대,3단계비만,M,2등급,본운동,2,의자에 앉아 물병 들고 몸통 돌리기
40대,3단계비만,M,2등급,본운동,3,몸통 옆으로 굽히기
40대,3단계비만,M,2등급,본운동,4,맨몸운동  루틴프로그램
40대,3단계비만,M,2등급,본운동,5,다리 넓게 벌려 앉았다 일어서기
40대,3단계비만,M,2등급,준비운동,1,손 뻗어 윗몸 일으키기
40대,3단계비만,M,2등급,준비운동,2,앉아서 밀기
40대,3단계비만,M,2등급,준비운동,3,달리기
40대,3단계비만,M,2등급,준비운동,4,다리 뻗어 올리기
40대,3단계비만,M,2등급,준비운동,5,윗몸 일으키기
40대,3단계비만,M,2등급,마무리운동,1,웅크리고 앉아 손잡고 상체 숙이기
40대,3단계비만,M,2등급,마무리운동,2,뒤로 팔 뻗기
40대,3단계비만,M,2등급,마무리운동,3,팔꿈치 고정 후 벌리기
40대,3단계비만,M,2등급,마무리운동,4,바벨 들어 팔꿈치 굽히기
40대,3단계비만,M,2등급,마무리운동,5,앉아서 밀기
40대,3단계비만,M,3등급,본운동,1,몸통 옆으로 굽히기
40대,3단계비만,M,3등급,본운동,2,앉았다 일어서기
40대,3단계비만,M,3등급,본운동,3,누워서 팔 밀기
40대,3단계비만,M,3등급,본운동,4,의자에 앉아 물병 들고 몸통 돌리기
40대,3단계비만,M,3등급,본운동,5,다리 넓게 벌려 앉았다 일어서기
40대,3단계비만,M,3등급,준비운동,1,앉아서 밀기
40대,3단계비만,M,3등급,준비운동,2,사다리 안팎 뛰기
40대,3단계비만,M,3등급,준비운동,3,앉았다 일어서기
40대,3단계비만,M,3등급,준비운동,4,짝 운동
40대,3단계비만,M,3등급,준비운동,5,엎드려 버티기
40대,3단계비만,M,3등급,마무리운동,1,앉아서 밀기
40대,3단계비만,M,3등급,마무리운동,2,뒤로 팔 뻗기
40대,3단계비만,M,3등급,마무리운동,3,바벨 들어 팔꿈치 굽히기
40대,3단계비만,M,3등급,마무리운동,4,팔꿈치 고정 후 벌리기
40대,3단계비만,M,3등급,마무리운동,5,서서 바벨 위로 밀기
50대,정상,F,참가증,본운동,1,실내 자전거타기
50대,정상,F,참가증,본운동,2,배스트레칭
50대,정상,F,참가증,본운동,3,트레드밀에서 걷기
50대,정상,F,참가증,본운동,4,네발기기 자세로 팔 다리 들기
50대,정상,F,참가증,본운동,5,엎드려서 팔 다리 들기
50대,정상,F,참가증,준비운동,1,아래 팔 스트레칭
50대,정상,F,참가증,준비운동,2,배스트레칭
50대,정상,F,참가증,준비운동,3,넙다리 안쪽 스트레칭
50대,정상,F,참가증,준비운동,4,옆구리 스트레칭
50대,정상,F,참가증,준비운동,5,넙다리 앞쪽 스트레칭
50대,정상,F,참가증,마무리운동,1,유산소 운동 전 동적 루틴 스트레칭
50대,정상,F,참가증,마무리운동,2,스텝퍼 올라가서 점프하여 착지하기
50대,정상,F,참가증,마무리운동,3,가슴/어깨 앞쪽 스트레칭
50대,정상,F,참가증,마무리운동,4,무릎굽혀 원 그리기
50대,정상,F,참가증,마무리운동,5,스텝퍼 뛰어서 오르내리기
50대,정상,F,1등급,본운동,1,버피운동
50대,정상,F,1등급,본운동,2,사다리 옆으로 발 옮기기
50대,정상,F,1등급,본운동,3,계단 두발 뛰기
50대,정상,F,1등급,본운동,4,사다리 좌우 뛰기
50대,정상,F,1등급,본운동,5,앉았다 일어서면서 점프하기
50대,정상,F,1등급,준비운동,1,서서 균형잡기
50대,정상,F,1등급,준비운동,2,팔벌려뛰기
50대,정상,F,1등급,준비운동,3,한발 앞으로 내밀고 앉았다 일어서기
50대,정상,F,1등급,준비운동,4,하지 루틴 스트레칭1
50대,정상,F,1등급,준비운동,5,무릎 높여 제자리 달리기
50대,정상,F,1등급,마무리운동,1,계단 뛰어 오르기
50대,정상,F,1등급,마무리운동,2,유산소 운동 전 동적 루틴 스트레칭
50대,정상,F,1등급,마무리운동,3,수건 이용하여 장딴지 늘리기
50대,정상,F,1등급,마무리운동,4,굽힘 밸런스운동-60~120도 사이
50대,정상,F,1등급,마무리운동,5,진자운동
50대,정상,F,2등급,본운동,1,윗몸올리기
50대,정상,F,2등급,본운동,2,팔굽혀펴기
50대,정상,F,2등급,본운동,3,서서 다리로 탄력밴드 당기기 I
50대,정상,F,2등급,본운동,4,실내 자전거타기
50대,정상,F,2등급,본운동,5,네발기기 자세로 팔 다리 들기
50대,정상,F,2등급,준비운동,1,물병 옆으로 들어올리기
50대,정상,F,2등급,준비운동,2,하지 루틴 스트레칭1
50대,정상,F,2등급,준비운동,3,상지 루틴 스트레칭
50대,정상,F,2등급,준비운동,4,허리 스트레칭
50대,정상,F,2등급,준비운동,5,아래 팔 스트레칭
50대,정상,F,2등급,마무리운동,1,계단 뛰어 오르기
50대,정상,F,2등급,마무리운동,2,유산소 운동 전 동적 루틴 스트레칭
50대,정상,F,2등급,마무리운동,3,좌식생활자를 위한 동적 루틴 스트레칭
50대,정상,F,2등급,마무리운동,4,넙다리 뒤쪽 스트레칭
50대,정상,F,2등급,마무리운동,5,사다리 안팎 뛰기
50대,정상,F,3등급,본운동,1,팔굽혀펴기
50대,정상,F,3등급,본운동,2,엎드려서 팔 다리 들기
50대,정상,F,3등급,본운동,3,배스트레칭
50대,정상,F,3등급,본운동,4,네발기기 자세로 팔 다리 들기
50대,정상,F,3등급,본운동,5,실내 자전거타기
50대,정상,F,3등급,준비운동,1,하지 루틴 스트레칭1
50대,정상,F,3등급,준비운동,2,옆구리 스트레칭
50대,정상,F,3등급,준비운동,3,아래 팔 스트레칭
50대,정상,F,3등급,준비운동,4,배스트레칭
50대,정상,F,3등급,준비운동,5,넙다리 앞쪽 스트레칭
50대,정상,F,3등급,마무리운동,1,유산소 운동 전 동적 루틴 스트레칭
50대,정상,F,3등급,마무리운동,2,허리 스트레칭
50대,정상,F,3등급,마무리운동,3,넙다리 뒤쪽 스트레칭
50대,정상,F,3등급,마무리운동,4,짐볼을 이용한 동적 루틴 스트레칭
50대,정상,F,3등급,마무리운동,5,좌식생활자를 위한 동적 루틴 스트레칭
50대,정상,M,참가증,본운동,1,윗몸올리기
50대,정상,M,참가증,본운동,2,짐볼을 이용한 동적 루틴 스트레칭
50대,정상,M,참가증,본운동,3,배스트레칭
50대,정상,M,참가증,본운동,4,작은 공을 이용한 동적 루틴 스트레칭
50대,정상,M,참가증,본운동,5,옆구리 스트레칭
50대,정상,M,참가증,준비운동,1,아래 팔 스트레칭
50대,정상,M,참가증,준비운동,2,동적 스트레칭 루틴프로그램
50대,정상,M,참가증,준비운동,3,넙다리 안쪽 스트레칭
50대,정상,M,참가증,준비운동,4,넙다리 앞쪽 스트레칭
50대,정상,M,참가증,준비운동,5,옆구리 스트레칭
50대,정상,M,참가증,마무리운동,1,가슴/어깨 앞쪽 스트레칭
50대,정상,M,참가증,마무리운동,2,시소우
50대,정상,M,참가증,마무리운동,3,유산소 운동 전 동적 루틴 스트레칭
50대,정상,M,참가증,마무리운동,4,좌식생활자를 위한 동적 루틴 스트레칭
50대,정상,M,참가증,마무리운동,5,배스트레칭
50대,정상,M,1등급,본운동,1,사다리 옆으로 발 옮기기
50대,정상,M,1등급,본운동,2,버피운동
50대,정상,M,1등급,본운동,3,사다리 좌우 뛰기
50대,정상,M,1등급,본운동,4,앉았다 일어서면서 점프하기
50대,정상,M,1등급,본운동,5,점프 팔굽혀펴기
50대,정상,M,1등급,준비운동,1,서서 균형잡기
50대,정상,M,1등급,준비운동,2,팔벌려뛰기
50대,정상,M,1등급,준비운동,3,버피운동
50대,정상,M,1등급,준비운동,4,한발 앞으로 내밀고 앉았다 일어서기
50대,정상,M,1등급,준비운동,5,무릎 높여 제자리 달리기
50대,정상,M,1등급,마무리운동,1,계단 뛰어 오르기
50대,정상,M,1등급,마무리운동,2,좌식생활자를 위한 동적 루틴 스트레칭
50대,정상,M,1등급,마무리운동,3,누워서 엉덩이 들어올리기
50대,정상,M,1등급,마무리운동,4,팔 벌려 뛰기
50대,정상,M,1등급,마무리운동,5,굽힘 밸런스운동-60~120도 사이
50대,정상,M,2등급,본운동,1,윗몸올리기
50대,정상,M,2등급,본운동,2,팔굽혀펴기
50대,정상,M,2등급,본운동,3,계단 두발 뛰기
50대,정상,M,2등급,본운동,4,계단 한발 뛰기
50대,정상,M,2등급,본운동,5,사다리 옆으로 발 옮기기
50대,정상,M,2등급,준비운동,1,허리 스트레칭
50대,정상,M,2등급,준비운동,2,아래 팔 스트레칭
50대,정상,M,2등급,준비운동,3,자가근막이완술 루틴 스트레칭
50대,정상,M,2등급,준비운동,4,넙다리 앞쪽 스트레칭
50대,정상,M,2등급,준비운동,5,스텝퍼 오르내리기
50대,정상,M,2등급,마무리운동,1,좌식생활자를 위한 동적 루틴 스트레칭
50대,정상,M,2등급,마무리운동,2,가슴/어깨 앞쪽 스트레칭
50대,정상,M,2등급,마무리운동,3,계단 뛰어 오르기
50대,정상,M,2등급,마무리운동,4,유산소 운동 전 동적 루틴 스트레칭
50대,정상,M,2등급,마무리운동,5,팔 벌려 뛰기
50대,정상,M,3등급,본운동,1,팔굽혀펴기
50대,정상,M,3등급,본운동,2,짐볼을 이용한 동적 루틴 스트레칭
50대,정상,M,3등급,본운동,3,좌식생활자를 위한 동적 루틴 스트레칭
50대,정상,M,3등급,본운동,4,유산소 운동 전 동적 루틴 스트레칭
50대,정상,M,3등급,본운동,5,누워서 수직으로 다리 들어올리기
50대,정상,M,3등급,준비운동,1,아래 팔 스트레칭
50대,정상,M,3등급,준비운동,2,허리 스트레칭
50대,정상,M,3등급,준비운동,3,가슴/어깨 앞쪽 스트레칭
50대,정상,M,3등급,준비운동,4,넙다리 앞쪽 스트레칭
50대,정상,M,3등급,준비운동,5,옆구리 스트레칭
50대,정상,M,3등급,마무리운동,1,가슴/어깨 앞쪽 스트레칭
50대,정상,M,3등급,마무리운동,2,짐볼을 이용한 동적 루틴 스트레칭
50대,정상,M,3등급,마무리운동,3,좌식생활자를 위한 동적 루틴 스트레칭
50대,정상,M,3등급,마무리운동,4,유산소 운동 전 동적 루틴 스트레칭
50대,정상,M,3등급,마무리운동,5,허리 스트레칭
50대,저체중,F,참가증,본운동,1,엎드려 팔 대고 버티기
50대,저체중,F,참가증,본운동,2,앉았다 일어서기
50대,저체중,F,참가증,본운동,3,윗몸말아올리기
50대,저체중,F,참가증,본운동,4,1단 줄넘기
50대,저체중,F,참가증,본운동,5,팔굽혀펴기
50대,저체중,F,참가증,준비운동,1,다리 벌려 옆으로 상체 숙이기
50대,저체중,F,참가증,준비운동,2,다리 벌려 앞으로 상체 숙이기
50대,저체중,F,참가증,준비운동,3,다리 모아 상체 숙이기
50대,저체중,F,참가증,준비운동,4,발목 얹고 다리 잡아당기기
50대,저체중,F,참가증,준비운동,5,제자리 뛰기
50대,저체중,F,참가증,마무리운동,1,다리 벌려 앞으로 상체 숙이기
50대,저체중,F,참가증,마무리운동,2,발목 얹고 다리 잡아당기기
50대,저체중,F,참가증,마무리운동,3,누워서 굽힌 다리 펴기
50대,저체중,F,참가증,마무리운동,4,무릎 굽혀 가슴 닿기
50대,저체중,F,참가증,마무리운동,5,다리 벌려 옆으로 상체 숙이기
50대,저체중,F,1등급,본운동,1,벽패스
50대,저체중,F,1등급,본운동,2,잔발치기
50대,저체중,F,1등급,본운동,3,공 양손으로 주고 받기
50대,저체중,F,1등급,본운동,4,2단 줄넘기
50대,저체중,F,1등급,본운동,5,버피운동
50대,저체중,F,1등급,준비운동,1,다리 벌려 옆으로 상체 숙이기
50대,저체중,F,1등급,준비운동,2,다리 벌려 앞으로 상체 숙이기
50대,저체중,F,1등급,준비운동,3,서서 균형잡기
50대,저체중,F,1등급,준비운동,4,다리 모아 상체 숙이기
50대,저체중,F,1등급,준비운동,5,양발 모았다 벌려뛰기
50대,저체중,F,1등급,마무리운동,1,발목 얹고 다리 잡아당기기
50대,저체중,F,1등급,마무리운동,2,무릎 굽혀 가슴 닿기
50대,저체중,F,1등급,마무리운동,3,다리 벌려 앞으로 상체 숙이기
50대,저체중,F,1등급,마무리운동,4,콘운동  루틴프로그램
50대,저체중,F,1등급,마무리운동,5,누워서 굽힌 다리 펴기
50대,저체중,F,2등급,본운동,1,벽패스
50대,저체중,F,2등급,본운동,2,잔발치기
50대,저체중,F,2등급,본운동,3,2단 줄넘기
50대,저체중,F,2등급,본운동,4,공 양손으로 주고 받기
50대,저체중,F,2등급,본운동,5,엎드려 팔 대고 버티기
50대,저체중,F,2등급,준비운동,1,다리 벌려 옆으로 상체 숙이기
50대,저체중,F,2등급,준비운동,2,다리 벌려 앞으로 상체 숙이기
50대,저체중,F,2등급,준비운동,3,다리 모아 상체 숙이기
50대,저체중,F,2등급,준비운동,4,발목 얹고 다리 잡아당기기
50대,저체중,F,2등급,준비운동,5,공 양손으로 주고 받기
50대,저체중,F,2등급,마무리운동,1,발목 얹고 다리 잡아당기기
50대,저체중,F,2등급,마무리운동,2,다리 벌려 앞으로 상체 숙이기
50대,저체중,F,2등급,마무리운동,3,무릎 굽혀 가슴 닿기
50대,저체중,F,2등급,마무리운동,4,누워서 굽힌 다리 펴기
50대,저체중,F,2등급,마무리운동,5,다리 벌려 옆으로 상체 숙이기
50대,저체중,F,3등급,본운동,1,잔발치기
50대,저체중,F,3등급,본운동,2,벽패스
50대,저체중,F,3등급,본운동,3,앉았다 일어서기
50대,저체중,F,3등급,본운동,4,엎드려 다리 들어올리기
50대,저체중,F,3등급,본운동,5,엎드려 팔 대고 버티기
50대,저체중,F,3등급,준비운동,1,다리 벌려 옆으로 상체 숙이기
50대,저체중,F,3등급,준비운동,2,다리 벌려 앞으로 상체 숙이기
50대,저체중,F,3등급,준비운동,3,다리 모아 상체 숙이기
50대,저체중,F,3등급,준비운동,4,발목 얹고 다리 잡아당기기
50대,저체중,F,3등급,준비운동,5,하지 루틴 스트레칭1
50대,저체중,F,3등급,마무리운동,1,발목 얹고 다리 잡아당기기
50대,저체중,F,3등급,마무리운동,2,다리 벌려 앞으로 상체 숙이기
50대,저체중,F,3등급,마무리운동,3,무릎 굽혀 가슴 닿기
50대,저체중,F,3등급,마무리운동,4,다리 벌려 옆으로 상체 숙이기
50대,저체중,F,3등급,마무리운동,5,누워서 굽힌 다리 펴기
50대,저체중,M,참가증,본운동,1,앉았다 일어서기
50대,저체중,M,참가증,본운동,2,윗몸말아올리기
50대,저체중,M,참가증,본운동,3,팔굽혀펴기
50대,저체중,M,참가증,본운동,4,합장하여 앞으로 숙이기
50대,저체중,M,참가증,본운동,5,1단 줄넘기
50대,저체중,M,참가증,준비운동,1,다리 벌려 옆으로 상체 숙이기
50대,저체중,M,참가증,준비운동,2,다리 벌려 앞으로 상체 숙이기
50대,저체중,M,참가증,준비운동,3,다리 모아 상체 숙이기
50대,저체중,M,참가증,준비운동,4,발목 얹고 다리 잡아당기기
50대,저체중,M,참가증,준비운동,5,제자리 뛰기
50대,저체중,M,참가증,마무리운동,1,다리 벌려 앞으로 상체 숙이기
50대,저체중,M,참가증,마무리운동,2,발목 얹고 다리 잡아당기기
50대,저체중,M,참가증,마무리운동,3,누워서 굽힌 다리 펴기
50대,저체중,M,참가증,마무리운동,4,다리 벌려 옆으로 상체 숙이기
50대,저체중,M,참가증,마무리운동,5,무릎 굽혀 가슴 닿기
50대,저체중,M,1등급,본운동,1,벽패스
50대,저체중,M,1등급,본운동,2,잔발치기
50대,저체중,M,1등급,본운동,3,볼 튕기면서 스쿼트
50대,저체중,M,1등급,본운동,4,앉았다 일어서면서 점프하기
50대,저체중,M,1등급,본운동,5,버피운동
50대,저체중,M,1등급,준비운동,1,다리 벌려 옆으로 상체 숙이기
50대,저체중,M,1등급,준비운동,2,다리 벌려 앞으로 상체 숙이기
50대,저체중,M,1등급,준비운동,3,서서 균형잡기
50대,저체중,M,1등급,준비운동,4,다리 모아 상체 숙이기
50대,저체중,M,1등급,준비운동,5,팔벌려뛰기
50대,저체중,M,1등급,마무리운동,1,다리 벌려 앞으로 상체 숙이기
50대,저체중,M,1등급,마무리운동,2,발목 얹고 다리 잡아당기기
50대,저체중,M,1등급,마무리운동,3,동적 스트레칭 루틴프로그램
50대,저체중,M,1등급,마무리운동,4,무릎 굽혀 가슴 닿기
50대,저체중,M,1등급,마무리운동,5,콘운동  루틴프로그램
50대,저체중,M,2등급,본운동,1,벽패스
50대,저체중,M,2등급,본운동,2,잔발치기
50대,저체중,M,2등급,본운동,3,앉았다 일어서기
50대,저체중,M,2등급,본운동,4,엎드려 다리 들어올리기
50대,저체중,M,2등급,본운동,5,윗몸말아올리기
50대,저체중,M,2등급,준비운동,1,다리 벌려 옆으로 상체 숙이기
50대,저체중,M,2등급,준비운동,2,다리 벌려 앞으로 상체 숙이기
50대,저체중,M,2등급,준비운동,3,다리 모아 상체 숙이기
50대,저체중,M,2등급,준비운동,4,발목 얹고 다리 잡아당기기
50대,저체중,M,2등급,준비운동,5,제자리 뛰기
50대,저체중,M,2등급,마무리운동,1,다리 벌려 앞으로 상체 숙이기
50대,저체중,M,2등급,마무리운동,2,발목 얹고 다리 잡아당기기
50대,저체중,M,2등급,마무리운동,3,동적 스트레칭 루틴프로그램
50대,저체중,M,2등급,마무리운동,4,무릎 굽혀 가슴 닿기
50대,저체중,M,2등급,마무리운동,5,다리 벌려 옆으로 상체 숙이기
50대,저체중,M,3등급,본운동,1,앉았다 일어서기
50대,저체중,M,3등급,본운동,2,합장하여 앞으로 숙이기
50대,저체중,M,3등급,본운동,3,잔발치기
50대,저체중,M,3등급,본운동,4,엎드려 다리 들어올리기
50대,저체중,M,3등급,본운동,5,벽패스
50대,저체중,M,3등급,준비운동,1,다리 벌려 옆으로 상체 숙이기
50대,저체중,M,3등급,준비운동,2,다리 벌려 앞으로 상체 숙이기
50대,저체중,M,3등급,준비운동,3,다리 모아 상체 숙이기
50대,저체중,M,3등급,준비운동,4,발목 얹고 다리 잡아당기기
50대,저체중,M,3등급,준비운동,5,제자리 뛰기
50대,저체중,M,3등급,마무리운동,1,다리 벌려 앞으로 상체 숙이기
50대,저체중,M,3등급,마무리운동,2,발목 얹고 다리 잡아당기기
50대,저체중,M,3등급,마무리운동,3,무릎 굽혀 가슴 닿기
50대,저체중,M,3등급,마무리운동,4,다리 벌려 옆으로 상체 숙이기
50대,저체중,M,3등급,마무리운동,5,동적 스트레칭 루틴프로그램
50대,비만전단계비만,F,참가증,본운동,1,트레드밀에서 걷기
50대,비만전단계비만,F,참가증,본운동,2,실내 자전거타기
50대,비만전단계비만,F,참가증,본운동,3,배스트레칭
50대,비만전단계비만,F,참가증,본운동,4,서서 뒤꿈치 들기
50대,비만전단계비만,F,참가증,본운동,5,옆구리 스트레칭
50대,비만전단계비만,F,참가증,준비운동,1,상지 루틴 스트레칭
50대,비만전단계비만,F,참가증,준비운동,2,하지 루틴 스트레칭1
50대,비만전단계비만,F,참가증,준비운동,3,옆구리 스트레칭
50대,비만전단계비만,F,참가증,준비운동,4,배스트레칭
50대,비만전단계비만,F,참가증,준비운동,5,넙다리 안쪽 스트레칭
50대,비만전단계비만,F,참가증,마무리운동,1,유산소 운동 전 동적 루틴 스트레칭
50대,비만전단계비만,F,참가증,마무리운동,2,옆구리 스트레칭
50대,비만전단계비만,F,참가증,마무리운동,3,옆으로 펀치하기
50대,비만전단계비만,F,참가증,마무리운동,4,스텝퍼 올라가서 점프하여 착지하기
50대,비만전단계비만,F,참가증,마무리운동,5,좌식생활자를 위한 동적 루틴 스트레칭
50대,비만전단계비만,F,1등급,본운동,1,버피운동
50대,비만전단계비만,F,1등급,본운동,2,사다리 옆으로 발 옮기기
50대,비만전단계비만,F,1등급,본운동,3,실내 자전거타기
50대,비만전단계비만,F,1등급,본운동,4,트레드밀에서 걷기
50대,비만전단계비만,F,1등급,본운동,5,팔벌려뛰기
50대,비만전단계비만,F,1등급,준비운동,1,하지 루틴 스트레칭1
50대,비만전단계비만,F,1등급,준비운동,2,서서 균형잡기
50대,비만전단계비만,F,1등급,준비운동,3,상지 루틴 스트레칭
50대,비만전단계비만,F,1등급,준비운동,4,한발 앞으로 내밀고 앉았다 일어서기
50대,비만전단계비만,F,1등급,준비운동,5,한발 앞으로 내밀고 앉았다 일어서기
50대,비만전단계비만,F,1등급,마무리운동,1,계단 뛰어 오르기
50대,비만전단계비만,F,1등급,마무리운동,2,유산소 운동 전 동적 루틴 스트레칭
50대,비만전단계비만,F,1등급,마무리운동,3,넙다리 앞쪽 스트레칭
50대,비만전단계비만,F,1등급,마무리운동,4,좌식생활자를 위한 동적 루틴 스트레칭
50대,비만전단계비만,F,1등급,마무리운동,5,누워서 엉덩이 들어올리기
50대,비만전단계비만,F,2등급,본운동,1,트레드밀에서 걷기
50대,비만전단계비만,F,2등급,본운동,2,실내 자전거타기
50대,비만전단계비만,F,2등급,본운동,3,수영
50대,비만전단계비만,F,2등급,본운동,4,네발기기 자세로 팔 다리 들기
50대,비만전단계비만,F,2등급,본운동,5,배스트레칭
50대,비만전단계비만,F,2등급,준비운동,1,상지 루틴 스트레칭
50대,비만전단계비만,F,2등급,준비운동,2,하지 루틴 스트레칭1
50대,비만전단계비만,F,2등급,준비운동,3,물병 옆으로 들어올리기
50대,비만전단계비만,F,2등급,준비운동,4,한발 앞으로 내밀고 앉았다 일어서기
50대,비만전단계비만,F,2등급,준비운동,5,한발 앞으로 내밀고 앉았다 일어서기
50대,비만전단계비만,F,2등급,마무리운동,1,유산소 운동 전 동적 루틴 스트레칭
50대,비만전단계비만,F,2등급,마무리운동,2,계단 뛰어 오르기
50대,비만전단계비만,F,2등급,마무리운동,3,좌식생활자를 위한 동적 루틴 스트레칭
50대,비만전단계비만,F,2등급,마무리운동,4,넙다리 앞쪽 스트레칭
50대,비만전단계비만,F,2등급,마무리운동,5,넙다리 뒤쪽 스트레칭
50대,비만전단계비만,F,3등급,본운동,1,실내 자전거타기
50대,비만전단계비만,F,3등급,본운동,2,서서 뒤꿈치 들기
50대,비만전단계비만,F,3등급,본운동,3,트레드밀에서 걷기
50대,비만전단계비만,F,3등급,본운동,4,허리 스트레칭
50대,비만전단계비만,F,3등급,본운동,5,엎드려서 팔 다리 들기
50대,비만전단계비만,F,3등급,준비운동,1,하지 루틴 스트레칭1
50대,비만전단계비만,F,3등급,준비운동,2,상지 루틴 스트레칭
50대,비만전단계비만,F,3등급,준비운동,3,옆구리 스트레칭
50대,비만전단계비만,F,3등급,준비운동,4,물병 옆으로 들어올리기
50대,비만전단계비만,F,3등급,준비운동,5,배스트레칭
50대,비만전단계비만,F,3등급,마무리운동,1,유산소 운동 전 동적 루틴 스트레칭
50대,비만전단계비만,F,3등급,마무리운동,2,넙다리 앞쪽 스트레칭
50대,비만전단계비만,F,3등급,마무리운동,3,좌식생활자를 위한 동적 루틴 스트레칭
50대,비만전단계비만,F,3등급,마무리운동,4,작은 공을 이용한 동적 루틴 스트레칭
50대,비만전단계비만,F,3등급,마무리운동,5,목 스트레칭
50대,비만전단계비만,M,참가증,본운동,1,트레드밀에서 걷기
50대,비만전단계비만,M,참가증,본운동,2,배스트레칭
50대,비만전단계비만,M,참가증,본운동,3,넙다리 뒤쪽 스트레칭
50대,비만전단계비만,M,참가증,본운동,4,옆구리 스트레칭
50대,비만전단계비만,M,참가증,본운동,5,윗몸올리기
50대,비만전단계비만,M,참가증,준비운동,1,아래 팔 스트레칭
50대,비만전단계비만,M,참가증,준비운동,2,옆구리 스트레칭
50대,비만전단계비만,M,참가증,준비운동,3,넙다리 안쪽 스트레칭
50대,비만전단계비만,M,참가증,준비운동,4,상지 루틴 스트레칭
50대,비만전단계비만,M,참가증,준비운동,5,배스트레칭
50대,비만전단계비만,M,참가증,마무리운동,1,가슴/어깨 앞쪽 스트레칭
50대,비만전단계비만,M,참가증,마무리운동,2,유산소 운동 전 동적 루틴 스트레칭
50대,비만전단계비만,M,참가증,마무리운동,3,좌식생활자를 위한 동적 루틴 스트레칭
50대,비만전단계비만,M,참가증,마무리운동,4,옆구리 스트레칭
50대,비만전단계비만,M,참가증,마무리운동,5,작은 공을 이용한 동적 루틴 스트레칭
50대,비만전단계비만,M,1등급,본운동,1,버피운동
50대,비만전단계비만,M,1등급,본운동,2,사다리 옆으로 발 옮기기
50대,비만전단계비만,M,1등급,본운동,3,점프 팔굽혀펴기
50대,비만전단계비만,M,1등급,본운동,4,앉았다 일어서면서 점프하기
50대,비만전단계비만,M,1등급,본운동,5,사다리 좌우 뛰기
50대,비만전단계비만,M,1등급,준비운동,1,서서 균형잡기
50대,비만전단계비만,M,1등급,준비운동,2,한발 앞으로 내밀고 앉았다 일어서기
50대,비만전단계비만,M,1등급,준비운동,3,팔벌려뛰기
50대,비만전단계비만,M,1등급,준비운동,4,스텝퍼 뛰어서 오르내리기
50대,비만전단계비만,M,1등급,준비운동,5,버피운동
50대,비만전단계비만,M,1등급,마무리운동,1,계단 뛰어 오르기
